id,Budget
29426,4000000.0
53399,0.0
34179,20000000.0
44874,0.0
46020,0.0
39957,0.0
44603,50000000.0
46503,0.0
34769,3500000.0
74471,0.0
40619,0.0
44425,9370000.0
11439,45000000.0
12645,10000000.0
35025,0.0
8999,22000000.0
34016,20000000.0
26466,12000000.0
39356,0.0
44269,0.0
41210,19000000.0
39053,7000000.0
136294,0.0
15362,25000000.0
41382,0.0
45958,0.0
8349,18000000.0
41556,4500000.0
37931,10000000.0
46441,0.0
19237,6000000.0
44092,12000000.0
26022,12000000.0
73211,10000000.0
35138,25000000.0
39210,8000000.0
27583,0.0
45272,15000000.0
49852,90000000.0
36970,0.0
45094,12500000.0
49009,30000000.0
48844,0.0
38843,15000000.0
65496,0.0
41180,0.0
21634,0.0
18438,0.0
38961,0.0
46829,30000000.0
57120,0.0
48393,0.0
31196,300000.0
46138,7200000.0
51256,0.0
62592,0.0
50674,0.0
42296,30000.0
36736,0.0
33195,0.0
47518,8500000.0
42189,0.0
44835,7000000.0
38568,5000000.0
39312,0.0
54551,0.0
70076,0.0
33511,1500000.0
41827,0.0
37414,13000000.0
21588,4000000.0
45752,0.0
38093,0.0
33427,0.0
52077,28000000.0
49350,0.0
33602,0.0
291081,9000000.0
51823,0.0
34803,21000000.0
46368,3000000.0
38407,50000000.0
45662,0.0
42888,120000000.0
34182,22000000.0
95547,0.0
47607,65000.0
33473,0.0
48466,0.0
35428,1950000.0
47218,0.0
35688,20000000.0
47386,500000.0
38778,69000000.0
60695,0.0
33107,0.0
50337,0.0
35458,0.0
43434,18000000.0
34751,0.0
36956,0.0
36515,2500000.0
64956,0.0
29483,4300000.0
69270,13000000.0
40663,0.0
39522,3000000.0
38033,5000000.0
43920,0.0
41479,10000000.0
291092,0.0
44037,2500000.0
43939,0.0
48186,0.0
44992,0.0
43263,0.0
52010,0.0
60809,0.0
41066,0.0
44678,0.0
27569,31000000.0
44638,20000000.0
24328,0.0
57243,0.0
45569,0.0
46207,0.0
46064,0.0
13752,6500000.0
36801,0.0
38031,22000000.0
47407,500000.0
40194,0.0
39845,0.0
45745,450000.0
10797,0.0
51072,0.0
66195,500000.0
39440,0.0
37737,0.0
46837,0.0
80188,0.0
12834,9000000.0
51794,12000000.0
51090,8000000.0
40016,10000.0
40247,3000000.0
54602,0.0
56811,0.0
41518,0.0
29159,14000000.0
28465,6500000.0
27297,0.0
45839,4000000.0
71700,1600000.0
32916,0.0
55692,0.0
26583,10000000.0
27584,10000000.0
43950,0.0
44027,2000000.0
26010,515788.0
43942,3000000.0
48395,0.0
46713,2300000.0
41988,0.0
57749,0.0
37659,0.0
39681,0.0
18530,11500000.0
56812,7000000.0
291084,0.0
44737,0.0
54553,0.0
35217,0.0
52208,0.0
33555,1000000.0
89704,0.0
45316,800000.0
37708,0.0
40912,500000.0
39030,0.0
59435,0.0
54770,0.0
44950,0.0
52060,0.0
44978,4800000.0
30239,13000000.0
44809,0.0
39806,9000000.0
35221,0.0
102639,0.0
21467,0.0
66193,0.0
45077,0.0
49261,0.0
48243,3654073.0
49787,0.0
44282,0.0
56968,0.0
44594,0.0
45781,0.0
241829,0.0
67198,0.0
61005,0.0
47088,7000000.0
148608,0.0
34563,14000000.0
37851,3500000.0
35402,0.0
53404,0.0
44862,0.0
56601,12500000.0
38325,2500000.0
37932,0.0
24421,0.0
48871,0.0
51250,10000000.0
37058,0.0
46812,4400000.0
42889,2000000.0
44221,0.0
45822,0.0
57209,100000.0
44565,7500000.0
25541,0.0
62989,0.0
47812,0.0
48373,0.0
36147,6000000.0
43943,0.0
47261,0.0
144256,0.0
148605,0.0
33556,0.0
40722,0.0
42171,0.0
37665,0.0
31035,0.0
46198,1400000.0
46147,0.0
51273,3000000.0
66111,0.0
49901,0.0
44224,100000.0
11403,0.0
38186,0.0
44566,6400000.0
35691,3000000.0
43642,0.0
29919,0.0
46718,0.0
37757,0.0
48798,0.0
59248,0.0
44745,1000000.0
51875,0.0
68212,0.0
34586,7000000.0
46967,0.0
32407,0.0
35074,0.0
52939,3000000.0
38984,0.0
37196,0.0
19688,0.0
63414,0.0
6172,0.0
41409,0.0
52817,0.0
32845,1500000.0
36696,25000000.0
55246,0.0
43922,0.0
38166,0.0
59944,0.0
36085,0.0
40777,4400000.0
31059,2000000.0
39544,0.0
38180,0.0
75311,0.0
76706,2500000.0
148607,0.0
35656,0.0
41360,425000.0
71244,5000000.0
59419,0.0
46689,1500000.0
57389,0.0
48740,0.0
55061,0.0
49001,0.0
25891,0.0
70448,0.0
59957,0.0
52034,0.0
41273,0.0
75910,0.0
35004,1000000.0
44647,0.0
352812,0.0
57517,6000000.0
62255,6500000.0
28238,0.0
49004,0.0
30886,1250000.0
41997,0.0
54532,0.0
88212,0.0
43754,400.0
47557,11000000.0
46665,0.0
45611,0.0
39213,0.0
39478,0.0
221343,0.0
56607,0.0
60306,0.0
8896,1500000.0
151316,0.0
42950,0.0
99079,0.0
39959,0.0
75825,0.0
46103,10000000.0
72914,0.0
49347,3500000.0
46584,6400000.0
57018,0.0
45527,0.0
45792,0.0
36550,0.0
15952,0.0
48836,3000000.0
52688,0.0
47559,0.0
39958,0.0
41371,0.0
36699,0.0
38570,1300000.0
57809,5800000.0
43099,2000000.0
20720,0.0
65831,0.0
27807,2000000.0
49541,5000000.0
82628,2500000.0
61980,320020.0
32206,2500000.0
75828,0.0
35153,4500000.0
44966,0.0
39477,0.0
53502,0.0
37234,2000000.0
30587,0.0
40170,7500.0
47075,0.0
45274,0.0
51512,0.0
73541,0.0
44991,2000000.0
41120,0.0
148606,0.0
70588,30000.0
53778,0.0
108614,0.0
35197,0.0
53344,0.0
41504,0.0
42966,19000000.0
63943,3837625.0
90363,2500000.0
57173,0.0
34144,2100000.0
45022,0.0
45806,0.0
78059,0.0
171536,0.0
47320,0.0
45020,0.0
123883,1.0
54700,0.0
70862,0.0
29833,0.0
34231,0.0
45959,0.0
70059,0.0
47358,0.0
44946,0.0
32904,0.0
45013,5800000.0
56928,5000000.0
41179,0.0
94025,0.0
44944,21000000.0
47853,2500000.0
31992,0.0
140967,0.0
77594,0.0
55322,0.0
44773,0.0
56553,0.0
60669,0.0
58765,0.0
44219,0.0
43924,0.0
130165,5000.0
48495,0.0
33275,0.0
69961,0.0
47911,0.0
48741,0.0
50288,0.0
42748,1200000.0
63706,0.0
33809,0.0
78394,5000000.0
49446,0.0
42307,0.0
56529,0.0
45576,0.0
63430,1700000.0
70110,0.0
52605,0.0
47891,0.0
41009,0.0
59835,8000000.0
52369,0.0
37206,6000000.0
53980,0.0
49679,10000000.0
52804,0.0
33870,25000000.0
67509,2300000.0
57489,0.0
183443,0.0
39814,0.0
50056,0.0
20311,0.0
73101,0.0
33035,0.0
42053,0.0
54525,0.0
34104,0.0
65020,0.0
52349,0.0
37845,0.0
72587,5000000.0
150782,0.0
67203,0.0
62105,0.0
70418,0.0
69771,0.0
52013,0.0
51764,0.0
58250,50000.0
47059,0.0
47654,0.0
31172,6850000.0
30807,0.0
44806,0.0
47065,1000000.0
117232,
32930,0.0
41123,2500000.0
73419,0.0
83137,0.0
45595,0.0
96592,35000.0
62878,0.0
53079,0.0
62904,0.0
61716,0.0
55244,0.0
46694,0.0
80298,0.0
74352,2000000.0
74342,0.0
13826,0.0
60823,0.0
83716,0.0
34845,0.0
61420,0.0
34764,2800000.0
44740,0.0
56242,0.0
47689,0.0
68523,0.0
58602,0.0
65056,0.0
200946,0.0
50590,0.0
41416,0.0
55934,0.0
87017,0.0
51276,0.0
28987,0.0
50358,0.0
64108,0.0
68193,0.0
67952,0.0
46562,8000000.0
50198,10000000.0
45778,3000000.0
33570,0.0
39446,5000000.0
39240,0.0
108993,2150000.0
40900,0.0
68716,0.0
48132,0.0
58729,0.0
54469,10000000.0
50099,2600000.0
44248,3900000.0
45725,3250000.0
77235,0.0
44811,0.0
56897,0.0
5178,3800000.0
89994,0.0
49827,0.0
35687,0.0
32612,0.0
132239,0.0
45014,0.0
68774,0.0
63171,0.0
52635,0.0
51488,5000000.0
82139,0.0
117646,0.0
84016,0.0
51800,3000000.0
58772,0.0
16092,0.0
64074,0.0
48833,0.0
52322,0.0
50053,500000.0
51462,0.0
28396,0.0
27651,0.0
32005,2500000.0
45920,0.0
29888,5600000.0
39333,0.0
50493,650000.0
57602,0.0
50652,2000000.0
41042,1000000.0
53413,2000000.0
24392,1000000.0
63160,0.0
62325,0.0
42808,0.0
40428,0.0
8902,0.0
44680,250000.0
49830,50000.0
136921,0.0
30695,0.0
48832,0.0
61769,14000000.0
71440,250000.0
37592,0.0
76421,0.0
51403,0.0
28596,0.0
56663,0.0
59728,6000000.0
39397,0.0
168090,0.0
26353,3000000.0
44159,0.0
270848,0.0
59426,0.0
48255,0.0
92672,0.0
43614,0.0
43938,0.0
41434,0.0
127717,0.0
45682,0.0
69854,0.0
35716,7000000.0
138624,0.0
318947,0.0
74016,820000.0
68412,0.0
53999,0.0
57081,0.0
59574,2400000.0
76216,0.0
62103,0.0
101520,0.0
148800,0.0
78352,0.0
46105,0.0
73283,0.0
399199,0.0
134718,0.0
70115,0.0
68712,0.0
90241,0.0
27735,0.0
41144,500000.0
121248,0.0
123389,200000.0
55662,3500000.0
70740,0.0
103261,0.0
43083,2745000.0
60981,0.0
64694,0.0
63146,0.0
354870,0.0
32124,0.0
73085,0.0
74727,250000.0
63154,0.0
29776,100.0
52499,0.0
49754,
86262,100000.0
41728,100000.0
58251,0.0
47902,0.0
74447,0.0
54694,0.0
97191,0.0
79782,1783810.0
27485,200000.0
50673,2000000.0
54685,0.0
57436,1400000.0
74322,500000.0
59914,7500000.0
57622,
39453,0.0
71288,0.0
43700,1500000.0
44216,1000000.0
40852,0.0
51021,3000000.0
69932,0.0
56320,0.0
5489,0.0
327674,0.0
251689,0.0
26971,0.0
51904,0.0
166736,0.0
73819,0.0
62543,0.0
89495,0.0
167012,0.0
94628,0.0
55241,0.0
93784,0.0
38238,0.0
74637,0.0
63480,0.0
39026,0.0
39807,0.0
44687,600.0
57011,600000.0
50026,0.0
50294,0.0
54680,0.0
84849,0.0
36715,0.0
63820,1600000.0
35241,0.0
59111,2000000.0
59974,0.0
51499,0.0
44211,0.0
54742,0.0
57008,0.0
47405,0.0
66084,0.0
33866,0.0
57051,0.0
36604,0.0
52268,0.0
50023,3500000.0
44249,0.0
47655,10000000.0
71184,0.0
59406,0.0
64832,0.0
42554,0.0
49057,0.0
64861,0.0
46504,60000.0
369763,0.0
57313,500.0
296193,0.0
40048,0.0
72946,0.0
53988,0.0
108774,0.0
45371,0.0
46564,0.0
47383,0.0
61527,0.0
69929,0.0
54688,0.0
34585,0.0
55893,0.0
63907,0.0
70761,0.0
49588,0.0
40655,
30124,0.0
63281,2000000.0
54732,0.0
41994,0.0
105942,0.0
44972,0.0
72355,0.0
51299,0.0
52306,0.0
29538,0.0
43044,0.0
78369,1500000.0
71027,0.0
88865,0.0
50606,250000.0
35837,0.0
51962,0.0
60264,0.0
37503,0.0
42897,0.0
47426,0.0
68610,0.0
42942,0.0
51590,0.0
29614,5000000.0
45780,0.0
44549,2270000.0
48375,0.0
58376,0.0
209871,200000.0
47181,0.0
44951,2500000.0
51832,2150000.0
75013,15000.0
54731,0.0
59112,0.0
39185,0.0
43954,0.0
51976,0.0
53190,0.0
248670,0.0
43814,0.0
39050,15000.0
81021,0.0
92190,0.0
38301,0.0
41156,0.0
103970,0.0
76747,250.0
63348,0.0
259872,0.0
191476,
52272,0.0
32497,0.0
47753,160000.0
48161,0.0
60795,0.0
43813,495000.0
94622,0.0
76820,0.0
29430,0.0
38138,0.0
42704,0.0
79915,0.0
48679,0.0
101043,0.0
71543,0.0
46756,0.0
54737,0.0
75090,0.0
52252,0.0
75450,0.0
49207,0.0
47055,0.0
50420,271323.0
139406,3600000.0
58397,0.0
7297,0.0
56441,0.0
71726,0.0
68279,0.0
44369,0.0
75220,20.0
60152,0.0
45104,0.0
114847,3000.0
57309,0.0
12216,3500000.0
62984,0.0
36618,400000.0
49594,300000.0
185207,0.0
39433,5000000.0
55283,0.0
66795,0.0
58763,0.0
66895,0.0
44999,0.0
49847,0.0
50086,0.0
49250,500000.0
52009,0.0
54793,0.0
58623,0.0
54683,0.0
197144,50000.0
295069,0.0
295682,
103181,0.0
548285,0.0
160210,0.0
41639,0.0
83209,0.0
478629,0.0
47863,0.0
72172,0.0
57637,0.0
471419,0.0
112574,0.0
55961,0.0
48752,0.0
60279,0.0
54487,0.0
37259,0.0
45320,0.0
67529,0.0
67195,0.0
129396,0.0
82939,0.0
402522,
68803,0.0
186332,0.0
77934,250000.0
281512,0.0
210131,0.0
110278,0.0
105436,0.0
104964,0.0
70636,0.0
69640,0.0
70364,0.0
58653,0.0
79456,0.0
49426,0.0
208467,0.0
83154,0.0
68611,0.0
46668,0.0
92119,0.0
87919,15000.0
82622,0.0
68618,0.0
60359,500000.0
46206,0.0
96316,0.0
93226,0.0
45568,0.0
92613,0.0
81583,0.0
56410,0.0
51597,0.0
50096,0.0
46734,3383700.0
35952,0.0
65036,1000000.0
54746,0.0
79168,0.0
52346,0.0
51267,2200000.0
536861,0.0
104762,
66157,0.0
51968,0.0
45375,0.0
44700,3000000.0
112806,0.0
79421,0.0
76324,0.0
50038,0.0
69370,0.0
55879,0.0
454133,0.0
63271,0.0
60940,0.0
108330,0.0
37132,100000.0
274037,0.0
56113,0.0
80597,0.0
41616,0.0
57722,0.0
71328,0.0
63834,0.0
45167,35000.0
175987,0.0
54740,0.0
94677,0.0
49840,2000000.0
130974,0.0
70048,0.0
113544,0.0
63078,0.0
185200,0.0
49504,0.0
117702,0.0
81515,0.0
340675,700000.0
89369,0.0
157161,0.0
48019,0.0
38877,0.0
51586,0.0
52918,0.0
49720,0.0
20995,0.0
73820,0.0
51511,0.0
54692,0.0
79158,0.0
72021,0.0
41894,10000000.0
148802,0.0
51486,0.0
133448,0.0
82704,0.0
49433,0.0
56444,0.0
56807,0.0
42057,0.0
39830,0.0
63786,0.0
51285,0.0
72801,2000.0
254053,0.0
49853,0.0
216693,0.0
56815,0.0
24886,0.0
42291,0.0
27547,100000.0
159518,0.0
88118,20000.0
85821,0.0
65325,0.0
133194,
155060,0.0
142099,0.0
38746,0.0
39750,0.0
29440,50000.0
63705,0.0
216424,0.0
67189,2500000.0
73197,0.0
54735,0.0
34203,0.0
68780,0.0
55895,1000000.0
58731,3000000.0
67852,0.0
38355,0.0
78997,0.0
45622,0.0
74008,1400000.0
62336,0.0
205774,0.0
163407,0.0
87680,0.0
39933,0.0
51369,50000.0
34660,0.0
64449,0.0
97183,6000.0
158382,
371702,0.0
73479,0.0
369800,0.0
54681,0.0
89269,0.0
26214,5000.0
55567,0.0
60524,0.0
49211,0.0
72186,0.0
45814,0.0
159410,0.0
62162,0.0
112074,4000000.0
93771,0.0
45992,
61101,0.0
150308,0.0
55463,0.0
69465,0.0
36595,1900000.0
41397,0.0
31458,7500000.0
119619,0.0
245394,0.0
67785,0.0
43945,0.0
334931,0.0
67973,0.0
85455,2000.0
55082,0.0
36566,0.0
26224,5000.0
34417,0.0
135717,0.0
49346,1000000.0
44014,0.0
66793,200000.0
82018,0.0
48502,0.0
47160,0.0
54994,0.0
149550,0.0
39082,0.0
74424,0.0
57265,0.0
153599,0.0
62503,0.0
156937,0.0
39150,0.0
75384,0.0
79528,0.0
56104,0.0
49085,300.0
222624,0.0
182483,0.0
109460,0.0
12125,0.0
308979,0.0
62505,0.0
63266,0.0
66468,0.0
83430,0.0
47640,0.0
45769,0.0
58936,0.0
140489,60000.0
45816,0.0
85101,0.0
57477,0.0
102686,0.0
61421,0.0
85566,0.0
53225,0.0
56275,0.0
50779,0.0
473553,0.0
51891,0.0
76966,0.0
88024,0.0
78853,0.0
48016,200.0
98238,0.0
34418,1000000.0
124601,1000000.0
63273,0.0
33786,0.0
54069,0.0
34319,0.0
54741,0.0
79462,0.0
46356,0.0
55194,0.0
62780,0.0
73295,0.0
62043,0.0
90116,0.0
64836,0.0
77826,0.0
37690,0.0
58291,0.0
54672,0.0
208885,0.0
72985,0.0
42273,0.0
42369,250000.0
47912,0.0
134825,0.0
62948,0.0
151409,0.0
91911,250000.0
110561,0.0
82803,0.0
41130,0.0
50354,0.0
52249,0.0
42484,0.0
480937,0.0
37160,0.0
55063,0.0
57330,1800000.0
51502,0.0
54693,0.0
40657,0.0
155711,0.0
69183,0.0
68381,0.0
41251,0.0
48376,0.0
262609,0.0
50142,0.0
37860,0.0
78255,0.0
60961,0.0
85721,0.0
82531,0.0
37925,0.0
108369,0.0
84546,0.0
97117,0.0
54682,0.0
75786,0.0
45231,0.0
44671,0.0
52466,0.0
35756,2100000.0
52917,0.0
265656,0.0
45906,0.0
92286,0.0
44010,135000.0
144656,0.0
111700,0.0
97932,0.0
47246,0.0
232888,0.0
55030,0.0
37427,0.0
33903,5100000.0
45705,0.0
301307,0.0
282724,0.0
36172,0.0
76263,0.0
375848,0.0
145932,500.0
85819,0.0
416810,0.0
51961,
55817,0.0
81902,0.0
94848,0.0
51030,0.0
76325,10000.0
65150,0.0
105191,1000000.0
90985,0.0
99328,0.0
65996,0.0
86843,0.0
274175,25000.0
129590,0.0
46451,0.0
126443,0.0
62278,0.0
51278,1000000.0
54677,0.0
73446,0.0
53389,0.0
52461,0.0
54340,0.0
42334,0.0
175671,20000.0
50653,0.0
66670,0.0
77988,0.0
44436,0.0
74579,0.0
264039,0.0
172558,0.0
120044,0.0
287239,0.0
216624,0.0
58608,0.0
34686,0.0
123271,0.0
276022,0.0
51920,0.0
56638,0.0
109030,5.0
445075,0.0
268947,0.0
114010,0.0
72097,0.0
66720,0.0
39049,0.0
63283,0.0
59206,0.0
77305,0.0
492413,5000.0
83126,0.0
63478,0.0
329223,0.0
99974,0.0
64603,0.0
61926,0.0
60830,0.0
40240,0.0
34649,0.0
512665,0.0
391112,0.0
110696,0.0
110286,0.0
93476,0.0
46550,0.0
41447,0.0
330554,
76100,0.0
55886,
89866,0.0
281707,0.0
74559,0.0
46763,0.0
404128,0.0
86658,5000.0
90772,0.0
48018,0.0
63949,0.0
51271,5000000.0
30510,0.0
36511,250000.0
85963,0.0
455424,0.0
52271,0.0
79829,0.0
352044,0.0
136625,0.0
210793,0.0
152508,0.0
78795,0.0
58493,0.0
235436,0.0
81646,0.0
496145,0.0
462493,0.0
254448,0.0
164531,0.0
131880,0.0
142666,0.0
229450,0.0
170439,0.0
36410,0.0
53739,0.0
165344,0.0
54812,0.0
44989,0.0
280774,55000.0
248649,0.0
63954,0.0
498398,0.0
226994,0.0
125941,0.0
92464,0.0
83756,0.0
41641,0.0
82938,0.0
226590,0.0
93498,0.0
178510,0.0
96431,0.0
34640,0.0
273565,0.0
197784,0.0
142709,250000.0
71102,0.0
355743,0.0
194834,0.0
164681,0.0
52812,4500000.0
262742,0.0
73852,0.0
130627,0.0
81394,0.0
105177,0.0
135330,0.0
72723,0.0
42478,0.0
182026,0.0
78453,0.0
50604,1000000.0
162880,0.0
256361,
37496,0.0
112341,0.0
63853,0.0
59094,0.0
55786,3400000.0
59818,0.0
259849,0.0
226247,0.0
49073,0.0
113028,500000.0
85039,0.0
51281,0.0
69940,0.0
129731,0.0
89847,0.0
34557,0.0
47546,0.0
39042,0.0
42338,0.0
118046,0.0
251124,0.0
67045,0.0
50790,0.0
80435,0.0
76400,0.0
169590,0.0
58728,0.0
499203,
34720,0.0
63075,0.0
57513,0.0
234945,250000.0
202108,
76626,0.0
53349,0.0
96108,0.0
59092,2000000.0
96271,0.0
55025,0.0
200094,0.0
65861,0.0
49542,0.0
58249,0.0
292097,0.0
147875,0.0
29465,5000.0
134472,0.0
55801,0.0
57277,0.0
53546,0.0
61739,0.0
103894,0.0
143675,0.0
97724,100.0
56004,0.0
53177,0.0
81032,0.0
354661,2000000.0
113734,0.0
28521,0.0
387448,0.0
250385,0.0
39572,0.0
70758,
425204,0.0
103667,0.0
108309,0.0
124804,0.0
81526,0.0
66651,0.0
101182,0.0
46506,0.0
35273,0.0
286486,0.0
56447,0.0
113190,0.0
37668,
102743,0.0
339231,0.0
247987,0.0
68243,0.0
87081,0.0
293462,0.0
105891,0.0
72469,0.0
84653,0.0
52733,0.0
35791,60000000.0
45319,0.0
265647,0.0
211249,0.0
297631,0.0
114219,
68645,0.0
47864,0.0
50706,200000.0
63009,0.0
65824,0.0
56296,25000.0
91968,0.0
46252,0.0
132275,0.0
82079,0.0
57027,0.0
374898,0.0
51479,
334668,0.0
343719,0.0
291069,0.0
237641,0.0
156209,0.0
87824,0.0
81528,0.0
77259,0.0
64159,0.0
300426,0.0
286489,0.0
267296,20000.0
138076,0.0
69967,0.0
44609,0.0
38533,0.0
35397,0.0
41361,0.0
61170,0.0
56703,0.0
437834,500.0
284569,0.0
79851,0.0
71903,0.0
49528,0.0
277365,0.0
85939,0.0
80396,0.0
61162,0.0
45917,0.0
45370,0.0
50290,0.0
102122,0.0
175388,0.0
58206,0.0
149733,0.0
85474,0.0
51075,0.0
28397,0.0
441356,80000.0
33249,0.0
124754,0.0
62681,0.0
274041,0.0
135175,0.0
67108,0.0
48307,0.0
360508,0.0
333926,0.0
99948,0.0
91443,0.0
522644,0.0
467923,1.0
467167,1000.0
414955,0.0
141945,200.0
80686,0.0
65411,0.0
51732,0.0
62381,0.0
325303,0.0
155102,0.0
45644,0.0
433335,0.0
270025,0.0
264399,0.0
71170,0.0
460656,0.0
436941,0.0
342496,12.0
332457,0.0
291626,0.0
291129,0.0
271735,0.0
168543,0.0
136043,0.0
103744,0.0
93251,0.0
84380,0.0
373975,0.0
75050,0.0
579150,0.0
438346,0.0
428478,0.0
353155,0.0
100689,15000.0
85465,0.0
61028,0.0
59982,0.0
49059,0.0
279774,0.0
72157,0.0
424522,0.0
386357,0.0
345350,0.0
176690,0.0
144907,0.0
132281,0.0
101576,0.0
81584,0.0
81224,0.0
44312,0.0
96220,0.0
150785,0.0
135878,0.0
69246,0.0
301382,500.0
61033,0.0
439198,0.0
230997,0.0
211400,0.0
156704,50000.0
89887,0.0
49904,0.0
416720,0.0
318376,0.0
69937,0.0
63901,0.0
201068,0.0
34209,0.0
62624,0.0
54105,0.0
63236,0.0
314226,0.0
602968,30000.0
602751,5000.0
597717,0.0
570081,0.0
567132,0.0
560533,
512958,0.0
511015,2000.0
505037,
490641,0.0
467804,1.0
456989,0.0
450775,100.0
432368,0.0
415043,0.0
411203,0.0
370938,0.0
368279,0.0
353842,0.0
348797,2000.0
345871,0.0
339293,0.0
337819,0.0
329754,0.0
321287,0.0
312575,0.0
306181,0.0
297080,0.0
277318,0.0
275301,0.0
269640,1500.0
269130,0.0
253435,0.0
205989,0.0
202069,0.0
201964,0.0
201620,0.0
193583,
177707,0.0
172546,0.0
160283,0.0
159584,0.0
147336,0.0
145571,
142313,0.0
139434,0.0
138481,10000.0
109837,1000000.0
102049,0.0
91964,0.0
82421,0.0
70091,0.0
69055,0.0
65270,0.0
61684,0.0
45761,0.0
379245,0.0
154780,0.0
57032,0.0
278698,0.0
172732,0.0
56027,0.0
453263,0.0
438967,
402734,0.0
391941,0.0
383594,0.0
366303,0.0
275929,
140703,0.0
122561,0.0
93358,0.0
75321,0.0
71274,0.0
466048,0.0
375601,33000.0
313008,0.0
245615,0.0
206290,0.0
179719,56900.0
160097,0.0
146676,300000.0
142167,0.0
141991,0.0
113347,0.0
31041,0.0
162281,0.0
508814,0.0
493713,
487555,
480436,0.0
471040,0.0
468197,0.0
464509,0.0
435221,0.0
434303,0.0
415686,0.0
413173,0.0
402172,
372478,0.0
370571,0.0
365008,0.0
334638,0.0
327538,0.0
318483,0.0
309765,0.0
304000,0.0
299951,0.0
288210,0.0
279923,0.0
279023,0.0
272365,
